pH,Temp,Voltage,QC
2.16,42.88,19.43,0
2.15,40.5,13.98,0
1.83,42.24,15.95,0
1.9,44.56,16.08,0
2.15,42.98,16.48,0
1.87,42.75,18.97,0
1.85,44.04,18.11,0
1.98,42.36,15.39,0
1.82,42.4,19.81,0
1.96,40.35,15.65,0
1.83,40.36,18.69,0
1.9,43.84,19.87,0
2.09,42.85,17.18,0
2.14,40.9,17.28,0
2.04,40.42,16.56,0
1.95,42.3,16.17,0
2.13,44.19,19.16,0
2.03,40.51,18.76,0
1.92,40.93,16.12,0
2.14,44.66,19.78,0
2.1,40.86,17.74,0
2.08,40.45,16.19,0
2,41.99,18.93,0
1.91,43.8,19.94,0
2.09,43.01,19.68,0
1.84,43,16.84,0
2.09,43.52,16.85,0
1.85,44.69,18.62,0
2.27,43.53,15.22,0
2.16,44.07,18.7,0
1.94,41.62,18.68,0
1.81,40.79,17.99,0
1.87,44.93,19.17,0
2.14,40.14,16.33,0
2.01,43.42,17.6,0
2.09,43.86,19.63,0
2.17,41.18,18.1,0
2.39,44.45,15.36,0
1.88,41.11,16.5,0
1.87,43.25,17.46,0
1.87,42.75,15.44,0
1.9,43.2,16.2,0
1.98,43.61,15.49,0
2,40.29,18.89,0
2.01,43.89,19.38,0
2.12,43.27,18.52,0
1.94,41.28,17.88,0
1.82,42.13,16.13,0
2.04,44.98,19.51,0
2.05,43.7,16.68,0
2.17,43.82,17.55,0
1.93,41.42,18.94,0
2.09,43.52,18.81,0
2.16,40.61,16.99,0
1.95,43.47,17.86,0
2.02,42.64,17.94,0
2,41.43,15.83,0
1.98,42.24,15.9,0
1.81,43.15,18.96,0
1.86,44.78,18.86,0
2.47,34.45,18.65,0
1.86,43.58,19.95,0
1.9,42.89,19.61,0
1.99,44.69,18.23,0
2,43.82,18.8,0
1.94,41.26,19.35,0
1.97,42.89,19.42,0
2.01,42.14,19.65,0
1.83,43.59,18.8,0
1.98,40.89,17.86,0
2.12,42.71,17.29,0
1.9,44.25,18.37,0
2.09,41.8,17.97,0
2.09,43.77,16.31,0
1.91,41.19,18.29,0
2.15,41.94,19.28,0
1.89,40.57,18.62,0
1.81,43.83,15.76,0
2.07,44.6,16.58,0
1.97,43.82,19.68,0
1.96,43.13,17.48,0
2.18,42,16.85,0
1.99,44.79,16.12,0
2.17,40.18,19.98,0
2.11,40.94,18.38,0
2.09,40.26,18.65,0
2.19,40.2,17.36,0
1.82,40.49,16.79,0
1.84,41.2,18.49,0
1.99,44.59,18.14,0
2.13,42.36,18.89,0
2.1,41.76,19.2,0
1.84,41.5,17.9,0
1.99,40.92,16.35,0
1.94,44.24,18.78,0
2.06,41.21,16.24,0
2.1,41.31,16.51,0
2.05,42.98,16.84,0
1.87,44.61,15.79,0
2.01,44.96,17.29,0
2.01,41.88,17.95,0
2.04,44.13,15.61,0
1.83,41.02,16.41,0
1.84,42.1,19.02,0
2.16,41.35,17.6,0
1.96,42.42,19.92,0
2.11,44.65,15.36,0
2.09,40.35,17.93,0
2.12,42.5,18.17,0
2,41.85,17.35,0
2.14,42.41,15.88,0
2.09,43.51,11.87,0
2.18,41.72,18.51,0
1.92,40.01,18.39,0
2.01,40.54,18.69,0
2.05,41.02,17.73,0
2.05,42.48,18.82,0
1.92,43.5,19.67,0
1.96,41.73,18.44,0
1.82,41.76,15.14,0
2.14,44.14,16.07,0
2.09,41.99,16.89,0
2.09,40.45,18.86,0
2.08,42.73,16.45,0
2.16,42.95,15.02,0
1.87,44.87,18.51,0
1.88,42.24,17.58,0
1.83,40.37,18.8,0
2.09,43.51,11.87,0
1.81,44.76,15.17,0
2.04,41.31,17.4,0
1.97,40.6,17.27,0
1.97,43.3,19.95,0
1.96,41.7,18.66,0
2.09,43.51,11.87,0
2.09,43.51,11.87,0
1.82,42.24,19.53,0
2.09,41.47,19.42,0
2.18,40.79,17.41,0
2.16,42.82,18.55,0
2.1,43.79,18.8,0
2.03,42.33,19.2,0
1.91,43.3,18.27,0
2.17,41.89,16.96,0
2.07,43.57,19,0
2.15,40.67,19.92,0
2.08,44.51,17.81,0
2,42.68,15.96,0
2,42.05,17.15,0
1.99,44.05,17.98,0
1.82,44.24,15.94,0
1.87,43.78,16.89,0
2.14,43.24,16.09,0
2.07,42.4,19.07,0
1.94,43.87,17.26,0
2.07,41.51,16.39,0
1.89,42.89,15.46,0
2.12,44.95,19.04,0
1.81,40.87,17.6,0
1.93,42.98,17.82,0
2.15,42.26,18.17,0
2.1,41.57,16.17,0
2,41.37,17.25,0
2.08,40.89,16.12,0
2.03,43.47,19.7,0
2.06,42.83,16.82,0
2.05,41.3,18.87,0
1.86,41.81,15.67,0
1.84,40.43,16.96,0
2.17,43.83,18.21,0
1.98,41.47,19.17,0
2.17,42.1,17.08,0
2,43.65,17.61,0
2.04,44.39,15.71,0
1.82,42.63,15.31,0
1.86,40.16,16.72,0
2.01,42.09,18.09,0
2.18,44,16.12,0
2.16,42.16,16.63,0
1.92,43.07,19.54,0
1.94,44.65,15.21,0
1.89,40.72,18.82,0
2.44,41.77,18.83,0
2.13,40.32,15.54,0
2.02,40.77,18.06,0
1.91,43.78,19.25,0
1.85,42.25,17.35,0
2.18,41.38,17.99,0
1.81,40.85,16.49,0
1.98,42.52,15.91,0
1.95,42.74,15.27,0
1.81,40.6,18.18,0
1.9,44.22,15.45,0
1.83,41.78,18.15,0
1.99,43.01,19.07,0
2.07,43.71,18.98,0
1.98,41,19.42,0
2.05,40.71,17.5,0
2.02,40.95,19.93,0
2.04,42.37,15.71,0
2.06,44.91,19.48,0
2.17,44.69,15.06,0
1.91,42.02,15.17,0
2.16,44.62,16.24,0
2.09,43.85,15.42,0
1.9,42.88,16.31,0
1.86,43.05,16.33,0
2.11,42.79,19.85,0
2.12,41.87,17.2,0
1.91,44.86,18.32,0
2.13,41.39,16.97,0
2.19,42.81,18.71,0
2.05,42.06,17.05,0
2.09,44.06,18.12,0
1.88,43.22,17.5,0
2.11,43.67,17.75,0
2.09,42.7,19.16,0
1.84,40.86,15.5,0
1.98,40.17,16.05,0
2.05,40.23,16.6,0
1.87,42.48,18.49,0
1.84,43.07,18.8,0
2.07,43.46,17.41,0
1.91,44.05,19.73,0
1.97,44.68,19.22,0
2.16,40.3,19.88,0
2.04,43.6,17.6,0
2.04,41.58,16.58,0
1.89,41.13,19.02,0
1.96,42.71,15.31,0
2.06,43.51,17.07,0
2.05,41.29,16.83,0
2.15,40.98,19.29,0
2.11,44.06,17.15,0
1.82,40.78,17.45,0
2.45,40.37,18.79,0
1.93,40.89,15.4,0
2.17,42.23,17.94,0
2.08,43.99,18.02,0
2.16,43.68,19.49,0
2.09,42.4,15.8,0
2.09,42.94,19.69,0
1.98,44.35,16.2,0
2.16,41.31,18.99,0
1.98,40.57,19.02,0
2.13,42.79,15.23,0
1.95,40.31,15.7,0
2.02,43.84,17.14,0
2.1,44.44,17.86,0
1.94,43.65,12.07,0
2.15,40.91,16.78,0
1.84,42.32,17.41,0
1.88,42.42,19.01,0
2.19,42.7,15.71,0
1.82,43.24,15.93,0
1.87,42.6,18.39,0
1.97,43.66,19.08,0
2.15,43.73,19.16,0
2.15,40.1,15.65,0
1.99,44.38,15.85,0
1.94,43.07,16.74,0
2.33,42.82,18.73,0
1.91,43.17,16.71,0
1.89,44.2,16.82,0
1.92,40.68,15.12,0
1.82,41.52,19.14,0
1.95,40.77,17.52,0
2.17,42.83,17.61,0
2.06,42.63,16.45,0
2.05,41.89,17.42,0
1.95,41.86,19.94,0
1.83,42.61,17.6,0
1.84,44.36,17.73,0
2.12,42.63,19.66,0
2.01,44.42,19.46,0
1.92,41.6,17,0
1.84,42.57,15.71,0
1.84,44.24,17.4,0
2.04,40.61,16.06,0
2.13,43.15,18.09,0
2.16,42.51,17.47,0
2.01,44,15.71,0
2,43.1,15.52,0
2.15,42.64,16.9,0
1.93,43.32,18.39,0
1.92,44.7,16.17,0
1.9,44.66,16.41,0
1.9,40.39,15.04,0
2.13,40.21,19.94,0
2.15,44.72,17.36,0
2.14,43.09,15.92,0
1.81,40.92,16.53,0
1.82,44.86,15.85,0
2.05,44.11,16.3,0
2.04,40.78,16.4,0
2.26,41.83,18.16,0
2.09,41.02,17.61,0
1.96,43.41,17.83,0
2.17,41.56,19.28,0
1.96,42.94,16.97,0
2.05,43.22,17.78,0
1.83,40.67,17.09,0
2.03,43.04,17.68,0
2.1,43.29,19.9,0
1.92,43.33,18.36,0
1.95,40.69,17.22,0
1.85,43.04,15.98,0
2.03,43.05,15.58,0
2.04,40.19,19.72,0
1.85,44.65,18.46,0
1.9,40.23,18.23,0
2.09,41.83,16.3,0
1.82,42.88,17.19,0
1.81,42.18,17.64,0
2.12,41.28,17.51,0
2.07,43.93,16.8,0
1.87,42.5,18.69,0
2.17,40.28,15.71,0
2,43.97,16.52,0
2.09,41.23,17.34,0
1.9,43.89,17.68,0
2.03,40.46,18.83,0
1.93,43.53,16.71,0
1.92,44.5,17.8,0
1.89,40.38,18.38,0
2.1,44.62,18.34,0
2.01,42.68,18.44,0
2.11,44.89,16.66,0
1.95,41.47,18.45,0
2.03,44.71,17.22,0
2.09,40.8,15.66,0
2.1,44.45,16.55,0
1.89,42.66,16.12,0
1.81,43.4,17.38,0
1.84,41.85,17.12,0
2.05,42.22,16.54,0
1.97,44.8,15.08,0
2.15,40.41,17.43,0
1.85,43.46,17.2,0
2.11,41.44,19.29,0
1.85,40.17,15.69,0
1.83,40.02,17.79,0
2.05,43.99,16.57,0
1.82,42.48,19.9,0
2.19,44.23,18.62,0
1.98,44.25,16.16,0
1.9,41.03,11.77,0
2.05,42.01,17.84,0
2.04,44.11,17.35,0
1.95,42.03,17.9,0
1.84,41.82,18.57,0
2.13,40.01,16.09,0
2.07,40.65,18.94,0
2.1,41.24,18.76,0
1.85,42.8,17.54,0
2.04,40.23,16.19,0
1.9,41.03,11.77,0
1.91,42.41,19.33,0
1.97,44.77,17.14,0
1.96,44.9,19.2,0
1.9,41.03,11.77,0
1.85,44.62,15.24,0
1.89,42.85,16.61,0
2.18,40.73,17.7,0
1.84,43.84,19.11,0
1.88,44.51,19.19,0
2.01,40.95,16.17,0
2.04,44.34,16.97,0
1.94,40.45,16.75,0
2.06,43.29,15.38,0
1.9,41.03,11.77,0
1.95,44.08,17.55,0
1.93,44.66,18.46,0
2,40.43,19.47,0
2.03,42.35,16.08,0
1.85,40.82,19.09,0
2.07,42.55,17.65,0
2.17,41.45,16.83,0
2.12,41.51,15.97,0
2.03,42.1,17.3,0
1.83,41.06,18.91,0
1.89,44.04,18.43,0
2.05,41.42,16.21,0
1.99,40.15,16.12,0
2.08,41.96,17.79,0
1.87,41.04,19.36,0
1.83,41.04,17.37,0
1.82,43.11,16.35,0
1.82,44.34,18.56,0
2.05,40.12,15.15,0
2.06,42.59,19.46,0
1.98,40.55,19.4,0
1.92,43.1,16.77,0
1.84,43,17.92,0
1.9,42.86,16.26,0
2.05,43.9,16.5,0
2,44.57,19.41,0
2.05,42.05,17.58,0
1.86,43.49,15.1,0
1.88,41.51,17.83,0
2.07,42.67,17.52,0
2.02,40.51,16.84,0
2.03,40.2,15.6,0
1.88,43.58,16.63,0
2,42.38,17.96,0
2.12,42.09,17.89,0
1.86,40.81,18.99,0
2.07,40.47,19.56,0
2,43.74,19.73,0
1.83,41.47,17.44,0
2.17,44.68,19.58,0
2.04,44.15,16.91,0
1.97,40.49,17.8,0
1.84,41.86,18.24,0
1.99,42.38,18.33,0
1.83,43.03,18.96,0
2.06,41.81,17.73,0
2.08,43.38,19.04,0
2.14,43.27,18.47,0
1.88,42.27,18.56,0
2.1,44.1,18.92,0
2.05,42.49,17.68,0
2.1,43.21,17.25,0
2.02,42.4,18.55,0
1.87,41.28,17.91,0
1.87,44.5,17.64,0
1.81,43.06,15.65,0
2.11,42.59,18.92,0
1.94,41.06,16.39,0
2.19,41.46,16.85,0
1.98,44.61,16.26,0
2.01,40.77,18.19,0
1.91,43.61,17.68,0
1.94,43.61,19.87,0
2.02,42.02,15.74,0
1.85,41.55,19.52,0
2.21,37.22,15.23,0
1.83,41.7,16.33,0
1.9,41.95,15.65,0
2.14,42.07,19.72,0
1.91,42.34,16.17,0
1.88,43.13,17.21,0
2.14,43.4,19.65,0
2.17,44.94,17.78,0
1.97,41.92,15.17,0
2,42.69,19.41,0
1.86,40.97,19.22,0
1.92,40.98,16.05,0
2,43.5,18.85,0
1.85,42.14,18.68,0
1.94,40.06,19.74,0
2.09,44.14,16.06,0
1.88,41.88,16.42,0
1.93,44.51,16.19,0
1.87,44.4,19.28,0
1.87,42.2,16.22,0
2,43.38,15.71,0
2.06,41.13,15.35,0
2.11,42.2,18.49,0
1.96,42.77,18.21,0
2.05,41.03,17.58,0
1.84,42.82,17.35,0
2.12,42.43,15.84,0
1.95,43.4,16.93,0
2.16,43.99,16.76,0
2.04,40.86,19.07,0
2.07,42.54,15.74,0
1.82,42.15,15.71,0
2.17,40.43,19.54,0
1.89,44.58,16.58,0
2.15,42.81,19.17,0
1.89,43.61,16.18,0
1.9,40.35,19.9,0
1.81,44.83,18.1,0
1.93,44.95,15.26,0
1.97,42.48,16.45,0
2.01,40.92,17.36,0
1.95,41.84,15.24,0
2,40.22,17.96,0
2.14,44.05,16.8,0
1.97,42.86,18.35,0
1.83,43.14,18,0
2.09,41.66,16.09,0
2.04,41.33,17.47,0
1.9,44.06,15.17,0
1.9,42.32,17.63,0
1.84,44.18,17.97,0
2.05,43.49,17.05,0
1.96,42.18,16.37,0
1.83,40.7,17.27,0
1.85,40.44,17.44,0
1.98,43.63,16.46,0
1.87,41.61,15.42,0
2.15,44.48,16.53,0
2.02,40.11,15.51,0
1.81,41.32,18.27,0
1.92,43.95,16.91,0
2.1,43.6,15.24,0
1.96,43.5,18.2,0
1.96,41.56,16.61,0
2.19,42.56,16.34,0
1.97,42.87,17.88,0
2.19,42.44,16.68,0
1.93,40.88,16.21,0
2.15,40.07,16.31,0
2.04,40.42,15.6,0
1.93,41.42,19.75,0
1.97,42.5,19.51,0
1.88,40.18,15.25,0
1.93,40.38,19.95,0
2.17,44.2,18.92,0
2.01,43.86,16.93,0
2.02,43.67,15.69,0
2.18,43.78,19.18,0
2.02,42.3,19.08,0
2.03,42.04,19.43,0
1.89,40.83,19.27,0
2.09,44.45,17.78,0
1.97,44.42,16.56,0
1.99,44.67,18.07,0
1.96,44.01,16.48,0
1.96,42.21,17.28,0
2.15,44.47,16.43,0
1.82,40.89,18.4,0
2.04,42.92,16.57,0
1.92,41.89,17.43,0
2.07,44.04,17.8,0
2.16,42.21,16.42,0
2.16,40.01,18.08,0
2.17,44.72,19.31,0
1.83,43.79,17.9,0
2.03,44,16.25,0
1.96,43.92,19.86,0
2.11,40.69,15.54,0
1.93,42.53,19.16,0
1.95,43.59,16.92,0
1.89,43.71,18.25,0
2.07,41.64,19.77,0
1.88,42.67,17.02,0
1.83,44.3,18.34,0
1.89,41.42,16.06,0
1.84,44.15,17.11,0
1.95,41.5,19.48,0
2.19,42.63,17.84,0
2.19,40.9,15.19,0
2.15,42.22,16.48,0
2.09,41.3,16.45,0
2.05,40.98,15.02,0
2.03,41.18,16.4,0
1.85,42.73,19.79,0
1.96,43.65,15.31,0
2.08,43.56,18.08,0
2.1,41.6,15.62,0
1.81,42.14,19.01,0
2.05,44.62,15.97,0
2.1,41.2,16.03,0
1.99,44.12,17.47,0
2.19,43.41,18.06,0
1.81,43.33,16.21,0
1.97,44.76,15.62,0
1.84,44.04,18.41,0
1.84,44.86,16.55,0
2.16,44.82,18.62,0
1.84,41.28,16.73,0
1.97,41.15,16.6,0
2.12,43.04,19.67,0
2.17,44.58,16.96,0
1.99,40.71,18.56,0
2.04,42.8,16.59,0
1.86,41.65,16.98,0
2.15,44.95,18.82,0
1.91,40.4,16.09,0
2.17,40.76,17.79,0
1.84,41.2,19.67,0
1.98,41.38,18.56,0
2.42,43.74,16.93,0
2,43.02,19.75,0
2.14,42.88,16.66,0
1.96,44.19,18.16,0
1.93,41.41,15.99,0
1.91,40.28,16.78,0
2.06,40.94,15.36,0
2.1,43.16,17.11,0
1.9,41.2,18.26,0
2.06,40.76,15.08,0
2.08,44.85,19.94,0
1.95,41.62,15.64,0
1.95,44.81,16.53,0
1.91,44.35,18.71,0
2.06,41.58,15.43,0
1.82,44.68,16.67,0
2.09,42.72,19.02,0
2.1,42.92,17.66,0
2.1,41.98,18.48,0
1.88,44.79,15.83,0
2.11,42.67,17.29,0
1.82,40.47,18.56,0
1.81,40.22,16.92,0
1.93,42.69,17.29,0
1.9,40.05,19.66,0
1.82,41.19,19.86,0
2.04,43.87,16.46,0
1.82,42.85,19.65,0
1.9,44.84,18.07,0
2.06,40.17,17.4,0
2.06,41.03,17.07,0
2.02,43.31,17.14,0
2.45,43.47,18.21,0
2.09,42.01,15.21,0
1.99,44.87,17.42,0
2.45,43.47,18.21,0
2.19,43.95,19.78,0
1.92,44.26,16.41,0
2.17,40.13,15.98,0
1.83,44.33,17.69,0
2.1,44.53,15.76,0
2.13,41.9,15.36,0
2.08,40.86,15.46,0
1.81,42.13,15.85,0
2.16,43.81,17.37,0
1.85,43.4,15.87,0
2.12,40.23,17.5,0
1.86,43.96,15.88,0
1.91,42.61,19.01,0
1.85,41.43,15.15,0
2.05,44.58,15.5,0
2.13,43.54,18.91,0
2.13,43.28,17.3,0
1.86,42.22,16.81,0
2.12,44.04,16.39,0
2.45,43.47,18.21,0
2.45,43.47,18.21,0
2.1,42,17.73,0
2.16,43.5,17.55,0
1.93,42.41,15.08,0
1.83,41.42,15.79,0
2.18,41.12,15.12,0
2.14,40.86,17.36,0
1.92,40.47,18.92,0
1.92,43.26,19.51,0
2.04,43.73,16.91,0
2.07,42.14,17.84,0
1.96,41.61,15.49,0
2.05,41.51,19.1,0
1.86,41.92,17.63,0
2.16,41.58,16.51,0
2.18,42.62,16.93,0
2.05,43.55,17.45,0
1.83,41.63,15.37,0
2.02,42.12,19.42,0
1.99,41.75,17.23,0
2.17,42.15,16.98,0
2.19,41.72,17.66,0
2.14,41.35,17.57,0
2.08,44.11,19.16,0
1.99,41.51,18.16,0
1.83,43.4,17.24,0
1.82,41.8,19.66,0
2.17,42.28,17.55,0
1.81,43.35,17.59,0
2.05,40.97,18.74,0
2.01,44.15,16.41,0
2.1,42.88,17.54,0
2.14,43.77,19.6,0
1.97,43.74,19.64,0
2.07,43.69,16.29,0
1.83,40.69,18.72,0
1.93,42.49,16.84,0
2.02,44.43,15.89,0
2.1,41.01,19.24,0
1.99,41.53,18.17,0
1.85,43.58,16.49,0
1.92,44.46,17.76,0
2.01,44.93,17.2,0
2.15,44.81,17.33,0
2.11,44.9,19.37,0
1.86,40.06,19.98,0
2.02,43.58,17.73,0
1.83,43.61,16.97,0
1.99,44.22,15.98,0
2.12,35.12,16.3,0
2.19,44.8,17.95,0
2.12,44.95,17.36,0
1.84,44.06,15.81,0
2.18,44.21,18.33,0
1.91,40.13,17.24,0
1.96,42,18.2,0
1.97,43.11,15.45,0
1.9,40.86,17.63,0
2.04,43.67,16.41,0
2.01,41.52,18.28,0
1.98,43.38,18.38,0
2.14,41.72,18.09,0
2,42.17,17.41,0
1.85,40.14,16.37,0
2.09,42.52,17.61,0
2.09,42.44,17.75,0
2.16,44.08,16.37,0
2.14,43.21,15.53,0
1.88,40.87,19.58,0
2.1,40.74,15.78,0
1.88,44.85,18.95,0
1.87,43.42,18.96,0
2.07,41.72,15.31,0
1.94,44.06,17.84,0
1.99,41.27,17.2,0
2.02,42.41,18.09,0
2.01,43.52,18.59,0
1.81,43.56,17.23,0
1.98,42.7,18.5,0
1.85,42.33,18.62,0
2.17,43.72,17.64,0
2.12,42.03,18.86,0
1.95,44.61,18.01,0
2.03,40.27,16.18,0
1.82,40.63,16.96,0
2.05,42.08,19.61,0
1.97,43.46,16.85,0
2.07,35.38,13.39,0
1.88,42.75,17.87,0
1.89,42.26,15.95,0
1.92,41.97,17.98,0
2.13,41.33,17.27,0
1.86,41.56,16.74,0
1.83,43.34,17.83,0
2.09,43,19.16,0
1.9,41.56,16.39,0
2.08,43.31,17.5,0
2.03,43.28,19.23,0
1.99,40.05,17.45,0
1.96,40.58,19.29,0
1.98,43.41,17.3,0
2.04,42.58,15.71,0
1.94,40.5,18.57,0
2.15,41.75,17.45,0
1.99,41.28,17.74,0
1.98,41.98,15.8,0
2.03,42.46,17.75,0
2.02,40.51,18.55,0
1.99,42.9,18.75,0
1.87,42.58,15.43,0
1.83,42.77,16.08,0
1.93,42.8,17.23,0
1.91,43.39,18.76,0
1.99,41.56,16.93,0
2.15,42.46,18.04,0
2.05,41.78,19.55,0
2,44.96,18.83,0
2.09,43.26,17.72,0
1.93,43.24,17.86,0
2.05,42.46,18.21,0
2.06,44.76,18.35,0
2,40.04,16.58,0
2.06,44.62,19.17,0
1.94,44.11,15.74,0
2.15,41.22,18.17,0
1.89,42.82,17.24,0
2.02,40.14,19.84,0
2.09,43.88,15.2,0
2.19,43.51,19.61,0
2.02,41.9,18.96,0
2.16,41.41,16.3,0
2.38,37.12,19.05,0
2.07,43.52,19.58,0
1.98,42.17,16.7,0
1.85,41.21,16.07,0
2.01,43.48,15.4,0
1.82,41.48,19.68,0
2.02,43.87,15.82,0
2.07,43.56,17.92,0
1.89,40.13,17.63,0
2.01,42.2,18.88,0
1.83,42.81,17.49,0
2.04,40.82,18.07,0
1.95,42.06,19.74,0
1.92,43.15,19.95,0
1.91,42.18,17.1,0
2.01,44.53,19.63,0
2.16,43.79,15.62,0
2.1,42.74,13.65,0
1.91,41.04,16.87,0
2.13,44.89,18.58,0
1.89,41.69,19.24,0
1.99,40.86,18.85,0
2.16,43.85,16.53,0
2.19,43.97,15.73,0
2.13,43.58,15.56,0
2.05,40.79,15.52,0
1.94,41.52,17.91,0
2.05,41.63,18.89,0
2.01,41.76,16.12,0
1.98,44.54,17.01,0
2.14,41.63,16.5,0
1.81,40.64,18.04,0
1.91,42.8,19.57,0
2.07,43.55,18.58,0
2.16,43.26,15.01,0
1.86,44.49,18.53,0
2.06,40.08,15.44,0
1.94,44.19,17.15,0
2.15,44.17,16.12,0
1.95,41.18,17.75,0
2.07,41.85,19.04,0
2.12,40.64,15.42,0
1.92,41.45,17.31,0
1.92,41.86,19.3,0
2.04,41.04,16.16,0
2.07,44.64,17.46,0
2.09,43.31,15.93,0
1.94,41.41,18.08,0
1.94,40.69,15.42,0
2.01,42.4,18.06,0
1.85,41.38,17.53,0
2.12,44.6,16.63,0
2.08,41.85,15.36,0
2.16,40.48,19.61,0
2.02,42.74,15.95,0
1.81,41.8,18.95,0
1.83,41.18,15.13,0
1.98,42.36,18.91,0
1.97,41.27,19.75,0
2.11,42.96,18.46,0
2.17,42.17,17.69,0
2.06,41.21,15.22,0
2.09,43.85,18.5,0
2.41,40.1,16.74,0
2.13,44.12,15.59,0
1.84,43.99,19.25,0
2.04,40.63,16.95,0
1.88,43.87,15.98,0
2.04,43.35,17.59,0
1.88,41.94,17.24,0
2.11,44.67,19.16,0
2.03,41.79,16,0
1.81,41.51,18.9,0
1.83,43.34,16.47,0
2.13,40.92,18.83,0
2.13,40.2,15.78,0
2.14,41.31,17.4,0
2.04,42.25,16.73,0
1.91,41.64,16.86,0
2.16,43.1,17.82,0
2.09,41.74,18.6,0
2.04,42.48,18.3,0
1.89,41.17,19.85,0
2.08,41.94,15.94,0
1.88,40.9,16.13,0
2.05,44.43,17.4,0
2.19,41.97,15.58,0
2.06,43.06,15.45,0
1.85,42.11,19.48,0
1.89,42.38,18.74,0
1.94,44.25,18.66,0
1.85,44.48,17.24,0
2.09,42.26,16.36,0
2.1,42.21,15.33,0
2.02,42.46,16.15,0
2.16,44.46,17.05,0
1.98,41.14,19.3,0
1.99,43.51,18.31,0
1.84,44.08,17.71,0
2.16,43.8,19.84,0
1.88,43.31,17.51,0
1.85,44.23,15.85,0
1.85,41.5,19.45,0
1.94,44.45,15.96,0
1.95,44.57,17.94,0
2.19,40.42,17.76,0
2.11,44.61,16.07,0
1.89,40.27,15.27,0
1.92,44.78,18.06,0
1.91,44.36,19.55,0
2.09,43.22,19.93,0
2.04,44.45,17.59,0
1.94,41.69,18.23,0
2.04,42.11,18.65,0
2.12,42.71,15.08,0
2.16,43.33,16.18,0
1.93,44.68,17.66,0
2.06,44.95,17.14,0
2.05,44.06,17.69,0
2.1,42.16,19.66,0
1.82,44.46,15.05,0
2.02,42.77,18.39,0
2.04,41.79,18.01,0
2.04,43.39,16.99,0
2.02,41.11,16.21,0
1.98,43.65,15.12,0
1.81,43.41,15.57,0
2.19,42.27,15.79,0
2,44.24,18.41,0
2.09,41.13,18.01,0
2.06,42.26,15.66,0
2.14,42.3,17.87,0
1.86,42.18,15.89,0
1.96,41.73,16.8,0
2.09,40.91,15.15,0
2,40.12,17.34,0
2.01,41.32,19.21,0
1.81,41.7,16.75,0
1.91,43.35,18.43,0
1.97,42.05,15.66,0
2.03,40.11,19.35,0
2.09,40.76,16.92,0
2.13,42.96,18.91,0
1.81,42.99,18.68,0
2.12,40.77,17.03,0
1.93,40.57,18.05,0
2.03,43.22,18.73,0
1.94,44.65,18.13,0
1.86,40.85,19.14,0
2,43.76,17.86,0
2.16,43.25,18.03,0
2.16,43.07,17.68,0
2.03,41.35,16.83,0
1.95,44.78,18.12,0
2.18,44.72,15.32,0
2.02,44.11,15.01,0
1.92,44.61,17.54,0
2.03,40.92,17.23,0
1.97,41.01,15.23,0
1.84,44.29,17.89,0
1.81,41.12,18.91,0
1.85,40.21,17.51,0
2.14,40.57,16.41,0
2.16,40.34,19.31,0
2.19,40.33,16.64,0
2.12,42.77,19.28,0
2.02,40.98,16.62,0
1.86,41.87,13.7,0
2.11,42.2,17.63,0
2.1,43.18,19.06,0
2.05,43.84,15.41,0
2.16,41.94,19.39,0
2.02,40.89,18.07,0
1.94,40.21,15.61,0
1.94,43.67,17.95,0
2.05,42.74,19.47,0
2.07,42.1,18.57,0
1.83,44.92,18.59,0
2.05,41.9,18.32,0
2.03,40.02,17.54,0
2,44.61,19.9,0
1.95,40.84,19.35,0
1.99,41.83,15.92,0
2.03,40.85,18.4,0
2.1,41.12,16.94,0
2.06,42.78,17.43,0
1.92,42.75,19.47,0
1.91,42.41,15.14,0
2.03,40.85,19.62,0
2.05,42.66,15.71,0
1.82,44.2,15.85,0
1.83,44.29,19.56,0
1.86,44.41,16.6,0
1.99,43.73,19.9,0
2.13,42.94,15.35,0
1.85,43.17,17.72,0
2.05,43.42,16.78,0
2.01,41.21,16.02,0
2.08,44.71,15.24,0
2.13,35.76,15.54,0
2.07,40.63,18.43,0
1.96,42.45,17.38,0
1.89,44.72,15.18,0
2.06,42.61,19.86,0
2.17,43.46,17.82,0
2.14,42.64,19.04,0
1.87,42,17.34,0
1.95,41.8,18.29,0
1.94,41.35,18.97,0
2.05,40.95,16.25,0
1.95,43.08,13.01,0
2.16,40.35,18.01,0
2,42.75,19.92,0
2.05,44.36,18.71,0
1.85,40.06,15.57,0
1.82,42.84,15.1,0
2.19,44.92,17.39,0
1.88,42.16,15.7,0
2.15,40.66,15.81,0
2.15,43.94,17.78,0
2.15,44.34,18.82,0
1.94,44.83,17.37,0
1.91,44.11,16.44,0
1.82,42.03,16.12,0
2.08,41.61,18.84,0
2.19,42.9,17.04,0
2.13,42.31,17.87,0
1.98,41.36,17.56,0
2.14,43.39,16.18,0
1.89,40.58,18.14,0
1.9,44.62,18.09,0
1.83,40.65,17.17,0
2.1,44.62,18.28,0
2.17,41.77,15.88,0
2.04,41.96,18,0
2.04,43.61,15.12,0
2.18,42.01,19.87,0
1.86,42.31,17.52,0
1.89,43.09,19.19,0
2.17,42.84,19.05,0
2.06,40.02,17.68,0
2.01,42.22,15.27,0
2.08,42.21,16.41,0
